2003,296206.3546
2004,394791.8272
2005,600203.3961
2006,1311960.307
2007,1704101.821
2008,2069234.799
2009,2301137.169
2010,2679688.126
2011,2738364.819
2012,3223655.583
2013,4015575.21
2014,4460870.905
2015,4785922.525
2016,4844685.506
